-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	6	-1	0	0	-1	0	0	-1	0	0	1	5	6	-1	0	0	-1	0	0	-1	0	0	1	5	6	-1	0	0	1	5	6	-1	0	0	1	5	6	-1	0	0	-1	0	0	1	5	6	-1	0	0	-1	0	0	1	2	6	-1	0	0	-1	0	0	-1	0	0	1	2	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	6	-1	0	0	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	6	1	5	7	-1	0	0	1	5	6	-1	0	0	1	5	7	-1	0	0	1	5	7	-1	0	0	1	5	7	-1	0	0	1	5	6	1	5	7	-1	0	0	1	5	6	1	2	7	1	0	7	1	1	7	-1	0	0	1	2	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	7	-1	0	0	1	5	6	-1	0	0	1	5	6	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	7	-1	0	0	1	5	6	1	5	6	-1	0	0	1	5	6	-1	0	0	1	5	6	1	5	7	-1	0	0	1	5	6	1	5	7	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	5	6	-1	0	0	1	5	6	-1	0	0	-1	0	0	-1	0	0	1	5	7	-1	0	0	1	5	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	7	1	5	7	-1	0	0	1	5	7	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	5	7	-1	0	0	1	5	7	1	5	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	6	-1	0	0	1	5	6	-1	0	0	1	5	7	1	5	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	1	0	7	1	1	7	-1	0	0	1	3	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	7	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	12	4	1	13	4	1	14	4	1	15	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	12	4	1	13	4	1	14	4	1	15	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	5	6	-1	0	0	-1	0	0	1	5	6	-1	0	0	-1	0	0	-1	0	0	1	12	5	1	13	5	1	14	5	1	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	12	5	1	13	5	1	14	5	1	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	1	3	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	7	-1	0	0	-1	0	0	-1	0	0	1	12	6	1	13	6	1	14	6	1	15	6	1	13	11	1	14	11	1	15	11	-1	0	0	1	12	6	1	13	6	1	14	6	1	15	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	1	5	6	1	5	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	12	7	1	13	7	1	14	7	1	15	7	1	15	0	-1	0	0	-1	0	0	-1	0	0	1	12	7	1	13	7	1	14	7	1	15	7	-1	0	0	1	7	14	1	7	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	6	-1	0	0	1	5	7	1	5	7	1	5	6	1	5	6	-1	0	0	-1	0	0	1	12	8	1	13	8	1	14	8	1	15	8	1	15	1	-1	0	0	-1	0	0	-1	0	0	1	12	8	1	13	8	1	14	8	1	15	8	-1	0	0	1	6	14	1	6	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	7	-1	0	0	-1	0	0	-1	0	0	1	5	7	1	5	7	-1	0	0	-1	0	0	1	12	9	1	13	9	1	14	9	1	15	9	1	15	2	-1	0	0	-1	0	0	-1	0	0	1	12	9	1	13	9	1	14	9	1	15	9	-1	0	0	1	6	15	1	6	15	-1	0	0	-1	0	0	-1	0	0	1	3	5	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	2	10	1	3	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	2	11	1	3	11	-1	0	0	-1	0	0	1	10	11	1	12	11	-1	0	0	1	5	4	1	4	4	1	5	4	1	4	4	1	5	4	1	4	4	1	5	4	1	4	4	1	5	4	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	1	2	12	1	3	12	1	5	5	-1	0	0	1	11	12	1	12	12	-1	0	0	1	4	4	1	6	9	-1	0	0	1	6	9	-1	0	0	1	6	9	-1	0	0	1	7	9	1	4	4	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	5	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	6	-1	0	0	1	6	8	1	7	8	-1	0	0	1	5	6	-1	0	0	-1	0	0	1	4	4	1	6	9	-1	0	0	1	7	9	-1	0	0	1	7	9	-1	0	0	1	6	9	1	4	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	7	1	1	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
1	5	7	-1	0	0	1	5	6	-1	0	0	-1	0	0	1	5	7	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	8	1	1	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
